from_currency,to_currency,exchange_rate,effective_date
USD,AUD,1.517,2024-01-22
USD,BGN,1.796,2024-01-22
USD,BRL,4.9346,2024-01-22
USD,CAD,1.3425,2024-01-22
USD,CHF,0.8685,2024-01-22
USD,CNY,7.1946,2024-01-22
USD,CZK,22.735,2024-01-22
USD,DKK,6.8489,2024-01-22
USD,EUR,0.91827,2024-01-22
USD,GBP,0.78581,2024-01-22
USD,HKD,7.8173,2024-01-22
USD,HUF,352.32,2024-01-22
USD,IDR,15680.0,2024-01-22
USD,ILS,3.7652,2024-01-22
USD,INR,83.13,2024-01-22
USD,ISK,136.36,2024-01-22
USD,JPY,147.8,2024-01-22
USD,KRW,1339.02,2024-01-22
USD,MXN,17.0704,2024-01-22
USD,MYR,4.7265,2024-01-22
USD,NOK,10.506,2024-01-22
USD,NZD,1.6345,2024-01-22
USD,PHP,56.265,2024-01-22
USD,PLN,4.0073,2024-01-22
USD,RON,4.5708,2024-01-22
USD,SEK,10.4265,2024-01-22
USD,SGD,1.3412,2024-01-22
USD,THB,35.635,2024-01-22
USD,TRY,30.242,2024-01-22
USD,ZAR,19.1781,2024-01-22
USD,AUD,1.5149,2024-01-24
USD,BGN,1.7935,2024-01-24
USD,BRL,4.914,2024-01-24
USD,CAD,1.3452,2024-01-24
USD,CHF,0.86337,2024-01-24
USD,CNY,7.1523,2024-01-24
USD,CZK,22.729,2024-01-24
USD,DKK,6.838,2024-01-24
USD,EUR,0.91701,2024-01-24
USD,GBP,0.78444,2024-01-24
USD,HKD,7.8189,2024-01-24
USD,HUF,353.44,2024-01-24
USD,IDR,15687.0,2024-01-24
USD,ILS,3.7134,2024-01-24
USD,INR,83.11,2024-01-24
USD,ISK,135.63,2024-01-24
USD,JPY,147.14,2024-01-24
USD,KRW,1332.57,2024-01-24
USD,MXN,17.1973,2024-01-24
USD,MYR,4.7315,2024-01-24
USD,NOK,10.4681,2024-01-24
USD,NZD,1.6309,2024-01-24
USD,PHP,56.27,2024-01-24
USD,PLN,4.0096,2024-01-24
USD,RON,4.5642,2024-01-24
USD,SEK,10.4159,2024-01-24
USD,SGD,1.3375,2024-01-24
USD,THB,35.585,2024-01-24
USD,TRY,30.167,2024-01-24
USD,ZAR,18.8326,2024-01-24
USD,AUD,1.5162,2024-01-28
USD,BGN,1.7991,2024-01-28
USD,BRL,4.909,2024-01-28
USD,CAD,1.3437,2024-01-28
USD,CHF,0.86432,2024-01-28
USD,CNY,7.1745,2024-01-28
USD,CZK,22.765,2024-01-28
USD,DKK,6.8576,2024-01-28
USD,EUR,0.91988,2024-01-28
USD,GBP,0.78528,2024-01-28
USD,HKD,7.8128,2024-01-28
USD,HUF,355.95,2024-01-28
USD,IDR,15759.0,2024-01-28
USD,ILS,3.6848,2024-01-28
USD,INR,83.13,2024-01-28
USD,ISK,136.42,2024-01-28
USD,JPY,147.75,2024-01-28
USD,KRW,1334.82,2024-01-28
USD,MXN,17.1633,2024-01-28
USD,MYR,4.7275,2024-01-28
USD,NOK,10.4245,2024-01-28
USD,NZD,1.6375,2024-01-28
USD,PHP,56.37,2024-01-28
USD,PLN,4.0268,2024-01-28
USD,RON,4.5778,2024-01-28
USD,SEK,10.4133,2024-01-28
USD,SGD,1.3403,2024-01-28
USD,THB,35.58,2024-01-28
USD,TRY,30.304,2024-01-28
USD,ZAR,18.7894,2024-01-28
USD,AUD,1.5151,2024-01-29
USD,BGN,1.8071,2024-01-29
USD,BRL,4.9094,2024-01-29
USD,CAD,1.3436,2024-01-29
USD,CHF,0.86288,2024-01-29
USD,CNY,7.1793,2024-01-29
USD,CZK,22.92,2024-01-29
USD,DKK,6.887,2024-01-29
USD,EUR,0.92396,2024-01-29
USD,GBP,0.78767,2024-01-29
USD,HKD,7.812,2024-01-29
USD,HUF,360.37,2024-01-29
USD,IDR,15825.0,2024-01-29
USD,ILS,3.6805,2024-01-29
USD,INR,83.16,2024-01-29
USD,ISK,137.21,2024-01-29
USD,JPY,147.95,2024-01-29
USD,KRW,1335.67,2024-01-29
USD,MXN,17.1478,2024-01-29
USD,MYR,4.734,2024-01-29
USD,NOK,10.4453,2024-01-29
USD,NZD,1.635,2024-01-29
USD,PHP,56.41,2024-01-29
USD,PLN,4.034,2024-01-29
USD,RON,4.5988,2024-01-29
USD,SEK,10.4927,2024-01-29
USD,SGD,1.3412,2024-01-29
USD,THB,35.56,2024-01-29
USD,TRY,30.353,2024-01-29
USD,ZAR,18.7582,2024-01-29
USD,AUD,1.5178,2024-01-30
USD,BGN,1.8032,2024-01-30
USD,BRL,4.9509,2024-01-30
USD,CAD,1.3428,2024-01-30
USD,CHF,0.86345,2024-01-30
USD,CNY,7.1792,2024-01-30
USD,CZK,22.894,2024-01-30
USD,DKK,6.8729,2024-01-30
USD,EUR,0.922,2024-01-30
USD,GBP,0.78949,2024-01-30
USD,HKD,7.8162,2024-01-30
USD,HUF,357.03,2024-01-30
USD,IDR,15778.0,2024-01-30
USD,ILS,3.648,2024-01-30
USD,INR,83.13,2024-01-30
USD,ISK,136.73,2024-01-30
USD,JPY,147.49,2024-01-30
USD,KRW,1330.14,2024-01-30
USD,MXN,17.2164,2024-01-30
USD,MYR,4.7275,2024-01-30
USD,NOK,10.4539,2024-01-30
USD,NZD,1.6339,2024-01-30
USD,PHP,56.4,2024-01-30
USD,PLN,4.0216,2024-01-30
USD,RON,4.5886,2024-01-30
USD,SEK,10.4159,2024-01-30
USD,SGD,1.34,2024-01-30
USD,THB,35.39,2024-01-30
USD,TRY,30.36,2024-01-30
USD,ZAR,18.8945,2024-01-30
USD,AUD,1.5196,2024-01-31
USD,BGN,1.8047,2024-01-31
USD,BRL,4.9598,2024-01-31
USD,CAD,1.3434,2024-01-31
USD,CHF,0.8626,2024-01-31
USD,CNY,7.1781,2024-01-31
USD,CZK,22.969,2024-01-31
USD,DKK,6.8792,2024-01-31
USD,EUR,0.92276,2024-01-31
USD,GBP,0.78836,2024-01-31
USD,HKD,7.819,2024-01-31
USD,HUF,355.17,2024-01-31
USD,IDR,15757.0,2024-01-31
USD,ILS,3.6386,2024-01-31
USD,INR,83.05,2024-01-31
USD,ISK,136.85,2024-01-31
USD,JPY,147.82,2024-01-31
USD,KRW,1333.05,2024-01-31
USD,MXN,17.1465,2024-01-31
USD,MYR,4.73,2024-01-31
USD,NOK,10.4743,2024-01-31
USD,NZD,1.6338,2024-01-31
USD,PHP,56.31,2024-01-31
USD,PLN,3.9983,2024-01-31
USD,RON,4.5915,2024-01-31
USD,SEK,10.3979,2024-01-31
USD,SGD,1.3396,2024-01-31
USD,THB,35.49,2024-01-31
USD,TRY,30.357,2024-01-31
USD,ZAR,18.7543,2024-01-31
USD,AUD,1.5345,2024-02-01
USD,BGN,1.8086,2024-02-01
USD,BRL,4.9545,2024-02-01
USD,CAD,1.3449,2024-02-01
USD,CHF,0.86333,2024-02-01
USD,CNY,7.1822,2024-02-01
USD,CZK,23.016,2024-02-01
USD,DKK,6.8931,2024-02-01
USD,EUR,0.92473,2024-02-01
USD,GBP,0.78928,2024-02-01
USD,HKD,7.8198,2024-02-01
USD,HUF,354.49,2024-02-01
USD,IDR,15767.0,2024-02-01
USD,ILS,3.6566,2024-02-01
USD,INR,82.98,2024-02-01
USD,ISK,137.14,2024-02-01
USD,JPY,146.99,2024-02-01
USD,KRW,1333.85,2024-02-01
USD,MXN,17.218,2024-02-01
USD,MYR,4.73,2024-02-01
USD,NOK,10.5109,2024-02-01
USD,NZD,1.642,2024-02-01
USD,PHP,56.08,2024-02-01
USD,PLN,4.0108,2024-02-01
USD,RON,4.5996,2024-02-01
USD,SEK,10.4822,2024-02-01
USD,SGD,1.3408,2024-02-01
USD,THB,35.51,2024-02-01
USD,TRY,30.366,2024-02-01
USD,ZAR,18.7109,2024-02-01
USD,AUD,1.5132,2024-02-02
USD,BGN,1.7971,2024-02-02
USD,BRL,4.9133,2024-02-02
USD,CAD,1.3375,2024-02-02
USD,CHF,0.85592,2024-02-02
USD,CNY,7.1773,2024-02-02
USD,CZK,22.857,2024-02-02
USD,DKK,6.8492,2024-02-02
USD,EUR,0.91886,2024-02-02
USD,GBP,0.78345,2024-02-02
USD,HKD,7.8186,2024-02-02
USD,HUF,352.6,2024-02-02
USD,IDR,15633.0,2024-02-02
USD,ILS,3.6465,2024-02-02
USD,INR,82.91,2024-02-02
USD,ISK,136.27,2024-02-02
USD,JPY,146.63,2024-02-02
USD,KRW,1323.81,2024-02-02
USD,MXN,17.0522,2024-02-02
USD,MYR,4.7167,2024-02-02
USD,NOK,10.4631,2024-02-02
USD,NZD,1.6239,2024-02-02
USD,PHP,55.89,2024-02-02
USD,PLN,3.9672,2024-02-02
USD,RON,4.5692,2024-02-02
USD,SEK,10.3538,2024-02-02
USD,SGD,1.3354,2024-02-02
USD,THB,35.23,2024-02-02
USD,TRY,30.455,2024-02-02
USD,ZAR,18.6502,2024-02-02
USD,AUD,1.5132,2024-02-03
USD,BGN,1.7971,2024-02-03
USD,BRL,4.9133,2024-02-03
USD,CAD,1.3375,2024-02-03
USD,CHF,0.85592,2024-02-03
USD,CNY,7.1773,2024-02-03
USD,CZK,22.857,2024-02-03
USD,DKK,6.8492,2024-02-03
USD,EUR,0.91886,2024-02-03
USD,GBP,0.78345,2024-02-03
USD,HKD,7.8186,2024-02-03
USD,HUF,352.6,2024-02-03
USD,IDR,15633.0,2024-02-03
USD,ILS,3.6465,2024-02-03
USD,INR,82.91,2024-02-03
USD,ISK,136.27,2024-02-03
USD,JPY,146.63,2024-02-03
USD,KRW,1323.81,2024-02-03
USD,MXN,17.0522,2024-02-03
USD,MYR,4.7167,2024-02-03
USD,NOK,10.4631,2024-02-03
USD,NZD,1.6239,2024-02-03
USD,PHP,55.89,2024-02-03
USD,PLN,3.9672,2024-02-03
USD,RON,4.5692,2024-02-03
USD,SEK,10.3538,2024-02-03
USD,SGD,1.3354,2024-02-03
USD,THB,35.23,2024-02-03
USD,TRY,30.455,2024-02-03
USD,ZAR,18.6502,2024-02-03
USD,AUD,1.5412,2024-02-05
USD,BGN,1.82,2024-02-05
USD,BRL,4.9966,2024-02-05
USD,CAD,1.35,2024-02-05
USD,CHF,0.86981,2024-02-05
USD,CNY,7.198,2024-02-05
USD,CZK,23.27,2024-02-05
USD,DKK,6.9384,2024-02-05
USD,EUR,0.93058,2024-02-05
USD,GBP,0.79653,2024-02-05
USD,HKD,7.8218,2024-02-05
USD,HUF,358.55,2024-02-05
USD,IDR,15760.0,2024-02-05
USD,ILS,3.6752,2024-02-05
USD,INR,83.05,2024-02-05
USD,ISK,137.82,2024-02-05
USD,JPY,148.63,2024-02-05
USD,KRW,1334.53,2024-02-05
USD,MXN,17.1953,2024-02-05
USD,MYR,4.7505,2024-02-05
USD,NOK,10.6691,2024-02-05
USD,NZD,1.6522,2024-02-05
USD,PHP,56.363,2024-02-05
USD,PLN,4.0334,2024-02-05
USD,RON,4.6287,2024-02-05
USD,SEK,10.5844,2024-02-05
USD,SGD,1.3469,2024-02-05
USD,THB,35.82,2024-02-05
USD,TRY,30.552,2024-02-05
USD,ZAR,19.0052,2024-02-05
USD,AUD,1.5373,2024-02-06
USD,BGN,1.8205,2024-02-06
USD,BRL,4.9688,2024-02-06
USD,CAD,1.3521,2024-02-06
USD,CHF,0.87182,2024-02-06
USD,CNY,7.189,2024-02-06
USD,CZK,23.201,2024-02-06
USD,DKK,6.9445,2024-02-06
USD,EUR,0.93084,2024-02-06
USD,GBP,0.79549,2024-02-06
USD,HKD,7.823,2024-02-06
USD,HUF,360.09,2024-02-06
USD,IDR,15740.0,2024-02-06
USD,ILS,3.6484,2024-02-06
USD,INR,83.05,2024-02-06
USD,ISK,137.86,2024-02-06
USD,JPY,148.52,2024-02-06
USD,KRW,1328.08,2024-02-06
USD,MXN,17.053,2024-02-06
USD,MYR,4.7655,2024-02-06
USD,NOK,10.6655,2024-02-06
USD,NZD,1.6488,2024-02-06
USD,PHP,56.2,2024-02-06
USD,PLN,4.0457,2024-02-06
USD,RON,4.6321,2024-02-06
USD,SEK,10.5953,2024-02-06
USD,SGD,1.3449,2024-02-06
USD,THB,35.62,2024-02-06
USD,TRY,30.561,2024-02-06
USD,ZAR,18.9212,2024-02-06
USD,AUD,1.5316,2024-02-07
USD,BGN,1.815,2024-02-07
USD,BRL,4.9592,2024-02-07
USD,CAD,1.3457,2024-02-07
USD,CHF,0.87166,2024-02-07
USD,CNY,7.1946,2024-02-07
USD,CZK,23.185,2024-02-07
USD,DKK,6.9215,2024-02-07
USD,EUR,0.92799,2024-02-07
USD,GBP,0.79162,2024-02-07
USD,HKD,7.8204,2024-02-07
USD,HUF,360.2,2024-02-07
USD,IDR,15659.0,2024-02-07
USD,ILS,3.6406,2024-02-07
USD,INR,82.98,2024-02-07
USD,ISK,137.62,2024-02-07
USD,JPY,148.21,2024-02-07
USD,KRW,1326.95,2024-02-07
USD,MXN,17.0584,2024-02-07
USD,MYR,4.761,2024-02-07
USD,NOK,10.5568,2024-02-07
USD,NZD,1.6353,2024-02-07
USD,PHP,55.96,2024-02-07
USD,PLN,4.0324,2024-02-07
USD,RON,4.6185,2024-02-07
USD,SEK,10.4607,2024-02-07
USD,SGD,1.343,2024-02-07
USD,THB,35.62,2024-02-07
USD,TRY,30.599,2024-02-07
USD,ZAR,18.9022,2024-02-07
USD,AUD,1.5132,2024-02-04
USD,BGN,1.7971,2024-02-04
USD,BRL,4.9133,2024-02-04
USD,CAD,1.3375,2024-02-04
USD,CHF,0.85592,2024-02-04
USD,CNY,7.1773,2024-02-04
USD,CZK,22.857,2024-02-04
USD,DKK,6.8492,2024-02-04
USD,EUR,0.91886,2024-02-04
USD,GBP,0.78345,2024-02-04
USD,HKD,7.8186,2024-02-04
USD,HUF,352.6,2024-02-04
USD,IDR,15633.0,2024-02-04
USD,ILS,3.6465,2024-02-04
USD,INR,82.91,2024-02-04
USD,ISK,136.27,2024-02-04
USD,JPY,146.63,2024-02-04
USD,KRW,1323.81,2024-02-04
USD,MXN,17.0522,2024-02-04
USD,MYR,4.7167,2024-02-04
USD,NOK,10.4631,2024-02-04
USD,NZD,1.6239,2024-02-04
USD,PHP,55.89,2024-02-04
USD,PLN,3.9672,2024-02-04
USD,RON,4.5692,2024-02-04
USD,SEK,10.3538,2024-02-04
USD,SGD,1.3354,2024-02-04
USD,THB,35.23,2024-02-04
USD,TRY,30.455,2024-02-04
USD,ZAR,18.6502,2024-02-04
USD,AUD,1.5357,2024-02-09
USD,BGN,1.8156,2024-02-09
USD,BRL,4.9793,2024-02-09
USD,CAD,1.3448,2024-02-09
USD,CHF,0.8756,2024-02-09
USD,CNY,7.1936,2024-02-09
USD,CZK,23.368,2024-02-09
USD,DKK,6.9194,2024-02-09
USD,EUR,0.92833,2024-02-09
USD,GBP,0.79317,2024-02-09
USD,HKD,7.82,2024-02-09
USD,HUF,360.17,2024-02-09
USD,IDR,15637.0,2024-02-09
USD,ILS,3.6845,2024-02-09
USD,INR,83.03,2024-02-09
USD,ISK,137.49,2024-02-09
USD,JPY,149.46,2024-02-09
USD,KRW,1332.39,2024-02-09
USD,MXN,17.1229,2024-02-09
USD,MYR,4.765,2024-02-09
USD,NOK,10.5821,2024-02-09
USD,NZD,1.6295,2024-02-09
USD,PHP,55.9,2024-02-09
USD,PLN,4.011,2024-02-09
USD,RON,4.6206,2024-02-09
USD,SEK,10.473,2024-02-09
USD,SGD,1.3464,2024-02-09
USD,THB,35.945,2024-02-09
USD,TRY,30.683,2024-02-09
USD,ZAR,19.0169,2024-02-09
USD,AUD,1.5402,2024-02-08
USD,BGN,1.818,2024-02-08
USD,BRL,4.9773,2024-02-08
USD,CAD,1.3483,2024-02-08
USD,CHF,0.8746,2024-02-08
USD,CNY,7.1965,2024-02-08
USD,CZK,23.196,2024-02-08
USD,DKK,6.9308,2024-02-08
USD,EUR,0.92954,2024-02-08
USD,GBP,0.79362,2024-02-08
USD,HKD,7.8211,2024-02-08
USD,HUF,359.76,2024-02-08
USD,IDR,15656.0,2024-02-08
USD,ILS,3.6821,2024-02-08
USD,INR,82.99,2024-02-08
USD,ISK,138.97,2024-02-08
USD,JPY,149.24,2024-02-08
USD,KRW,1332.04,2024-02-08
USD,MXN,17.0828,2024-02-08
USD,MYR,4.7695,2024-02-08
USD,NOK,10.6079,2024-02-08
USD,NZD,1.6423,2024-02-08
USD,PHP,55.91,2024-02-08
USD,PLN,4.0319,2024-02-08
USD,RON,4.6264,2024-02-08
USD,SEK,10.4764,2024-02-08
USD,SGD,1.3468,2024-02-08
USD,THB,35.9,2024-02-08
USD,TRY,30.604,2024-02-08
USD,ZAR,18.9561,2024-02-08
USD,AUD,1.5357,2024-02-11
USD,BGN,1.8156,2024-02-11
USD,BRL,4.9793,2024-02-11
USD,CAD,1.3448,2024-02-11
USD,CHF,0.8756,2024-02-11
USD,CNY,7.1936,2024-02-11
USD,CZK,23.368,2024-02-11
USD,DKK,6.9194,2024-02-11
USD,EUR,0.92833,2024-02-11
USD,GBP,0.79317,2024-02-11
USD,HKD,7.82,2024-02-11
USD,HUF,360.17,2024-02-11
USD,IDR,15637.0,2024-02-11
USD,ILS,3.6845,2024-02-11
USD,INR,83.03,2024-02-11
USD,ISK,137.49,2024-02-11
USD,JPY,149.46,2024-02-11
USD,KRW,1332.39,2024-02-11
USD,MXN,17.1229,2024-02-11
USD,MYR,4.765,2024-02-11
USD,NOK,10.5821,2024-02-11
USD,NZD,1.6295,2024-02-11
USD,PHP,55.9,2024-02-11
USD,PLN,4.011,2024-02-11
USD,RON,4.6206,2024-02-11
USD,SEK,10.473,2024-02-11
USD,SGD,1.3464,2024-02-11
USD,THB,35.945,2024-02-11
USD,TRY,30.683,2024-02-11
USD,ZAR,19.0169,2024-02-11
USD,AUD,1.5321,2024-02-12
USD,BGN,1.8155,2024-02-12
USD,BRL,4.9537,2024-02-12
USD,CAD,1.3463,2024-02-12
USD,CHF,0.87534,2024-02-12
USD,CNY,7.1936,2024-02-12
USD,CZK,23.408,2024-02-12
USD,DKK,6.9199,2024-02-12
USD,EUR,0.92825,2024-02-12
USD,GBP,0.79264,2024-02-12
USD,HKD,7.82,2024-02-12
USD,HUF,359.51,2024-02-12
USD,IDR,15588.0,2024-02-12
USD,ILS,3.6703,2024-02-12
USD,INR,83.01,2024-02-12
USD,ISK,137.66,2024-02-12
USD,JPY,148.99,2024-02-12
USD,KRW,1328.82,2024-02-12
USD,MXN,17.0522,2024-02-12
USD,MYR,4.766,2024-02-12
USD,NOK,10.5078,2024-02-12
USD,NZD,1.6307,2024-02-12
USD,PHP,55.983,2024-02-12
USD,PLN,4.0098,2024-02-12
USD,RON,4.6174,2024-02-12
USD,SEK,10.4261,2024-02-12
USD,SGD,1.3445,2024-02-12
USD,THB,35.85,2024-02-12
USD,TRY,30.704,2024-02-12
USD,ZAR,18.9975,2024-02-12
USD,AUD,1.5357,2024-02-10
USD,BGN,1.8156,2024-02-10
USD,BRL,4.9793,2024-02-10
USD,CAD,1.3448,2024-02-10
USD,CHF,0.8756,2024-02-10
USD,CNY,7.1936,2024-02-10
USD,CZK,23.368,2024-02-10
USD,DKK,6.9194,2024-02-10
USD,EUR,0.92833,2024-02-10
USD,GBP,0.79317,2024-02-10
USD,HKD,7.82,2024-02-10
USD,HUF,360.17,2024-02-10
USD,IDR,15637.0,2024-02-10
USD,ILS,3.6845,2024-02-10
USD,INR,83.03,2024-02-10
USD,ISK,137.49,2024-02-10
USD,JPY,149.46,2024-02-10
USD,KRW,1332.39,2024-02-10
USD,MXN,17.1229,2024-02-10
USD,MYR,4.765,2024-02-10
USD,NOK,10.5821,2024-02-10
USD,NZD,1.6295,2024-02-10
USD,PHP,55.9,2024-02-10
USD,PLN,4.011,2024-02-10
USD,RON,4.6206,2024-02-10
USD,SEK,10.473,2024-02-10
USD,SGD,1.3464,2024-02-10
USD,THB,35.945,2024-02-10
USD,TRY,30.683,2024-02-10
USD,ZAR,19.0169,2024-02-10
USD,AUD,1.5421,2024-02-14
USD,BGN,1.8256,2024-02-14
USD,BRL,4.9537,2024-02-14
USD,CAD,1.3543,2024-02-14
USD,CHF,0.88612,2024-02-14
USD,CNY,7.1936,2024-02-14
USD,CZK,23.661,2024-02-14
USD,DKK,6.9576,2024-02-14
USD,EUR,0.93345,2024-02-14
USD,GBP,0.79584,2024-02-14
USD,HKD,7.818,2024-02-14
USD,HUF,362.86,2024-02-14
USD,IDR,15604.0,2024-02-14
USD,ILS,3.661,2024-02-14
USD,INR,83.04,2024-02-14
USD,ISK,138.8,2024-02-14
USD,JPY,150.55,2024-02-14
USD,KRW,1333.34,2024-02-14
USD,MXN,17.1342,2024-02-14
USD,MYR,4.7859,2024-02-14
USD,NOK,10.5829,2024-02-14
USD,NZD,1.6435,2024-02-14
USD,PHP,56.16,2024-02-14
USD,PLN,4.0526,2024-02-14
USD,RON,4.6443,2024-02-14
USD,SEK,10.5598,2024-02-14
USD,SGD,1.3489,2024-02-14
USD,THB,36.18,2024-02-14
USD,TRY,30.75,2024-02-14
USD,ZAR,19.0404,2024-02-14
USD,AUD,1.5339,2024-02-17
USD,BGN,1.8163,2024-02-17
USD,BRL,4.9732,2024-02-17
USD,CAD,1.3483,2024-02-17
USD,CHF,0.88141,2024-02-17
USD,CNY,7.1936,2024-02-17
USD,CZK,23.644,2024-02-17
USD,DKK,6.9229,2024-02-17
USD,EUR,0.92868,2024-02-17
USD,GBP,0.79499,2024-02-17
USD,HKD,7.8228,2024-02-17
USD,HUF,361.38,2024-02-17
USD,IDR,15636.0,2024-02-17
USD,ILS,3.6092,2024-02-17
USD,INR,83.01,2024-02-17
USD,ISK,138.47,2024-02-17
USD,JPY,150.33,2024-02-17
USD,KRW,1332.74,2024-02-17
USD,MXN,17.0446,2024-02-17
USD,MYR,4.7805,2024-02-17
USD,NOK,10.5456,2024-02-17
USD,NZD,1.6389,2024-02-17
USD,PHP,55.96,2024-02-17
USD,PLN,4.0305,2024-02-17
USD,RON,4.6221,2024-02-17
USD,SEK,10.462,2024-02-17
USD,SGD,1.3466,2024-02-17
USD,THB,36.06,2024-02-17
USD,TRY,30.827,2024-02-17
USD,ZAR,18.8874,2024-02-17
USD,AUD,1.5339,2024-02-16
USD,BGN,1.8163,2024-02-16
USD,BRL,4.9732,2024-02-16
USD,CAD,1.3483,2024-02-16
USD,CHF,0.88141,2024-02-16
USD,CNY,7.1936,2024-02-16
USD,CZK,23.644,2024-02-16
USD,DKK,6.9229,2024-02-16
USD,EUR,0.92868,2024-02-16
USD,GBP,0.79499,2024-02-16
USD,HKD,7.8228,2024-02-16
USD,HUF,361.38,2024-02-16
USD,IDR,15636.0,2024-02-16
USD,ILS,3.6092,2024-02-16
USD,INR,83.01,2024-02-16
USD,ISK,138.47,2024-02-16
USD,JPY,150.33,2024-02-16
USD,KRW,1332.74,2024-02-16
USD,MXN,17.0446,2024-02-16
USD,MYR,4.7805,2024-02-16
USD,NOK,10.5456,2024-02-16
USD,NZD,1.6389,2024-02-16
USD,PHP,55.96,2024-02-16
USD,PLN,4.0305,2024-02-16
USD,RON,4.6221,2024-02-16
USD,SEK,10.462,2024-02-16
USD,SGD,1.3466,2024-02-16
USD,THB,36.06,2024-02-16
USD,TRY,30.827,2024-02-16
USD,ZAR,18.8874,2024-02-16
USD,AUD,1.5339,2024-02-18
USD,BGN,1.8163,2024-02-18
USD,BRL,4.9732,2024-02-18
USD,CAD,1.3483,2024-02-18
USD,CHF,0.88141,2024-02-18
USD,CNY,7.1936,2024-02-18
USD,CZK,23.644,2024-02-18
USD,DKK,6.9229,2024-02-18
USD,EUR,0.92868,2024-02-18
USD,GBP,0.79499,2024-02-18
USD,HKD,7.8228,2024-02-18
USD,HUF,361.38,2024-02-18
USD,IDR,15636.0,2024-02-18
USD,ILS,3.6092,2024-02-18
USD,INR,83.01,2024-02-18
USD,ISK,138.47,2024-02-18
USD,JPY,150.33,2024-02-18
USD,KRW,1332.74,2024-02-18
USD,MXN,17.0446,2024-02-18
USD,MYR,4.7805,2024-02-18
USD,NOK,10.5456,2024-02-18
USD,NZD,1.6389,2024-02-18
USD,PHP,55.96,2024-02-18
USD,PLN,4.0305,2024-02-18
USD,RON,4.6221,2024-02-18
USD,SEK,10.462,2024-02-18
USD,SGD,1.3466,2024-02-18
USD,THB,36.06,2024-02-18
USD,TRY,30.827,2024-02-18
USD,ZAR,18.8874,2024-02-18
USD,AUD,1.5312,2024-02-13
USD,BGN,1.8121,2024-02-13
USD,BRL,4.9537,2024-02-13
USD,CAD,1.3445,2024-02-13
USD,CHF,0.87844,2024-02-13
USD,CNY,7.1936,2024-02-13
USD,CZK,23.427,2024-02-13
USD,DKK,6.9071,2024-02-13
USD,EUR,0.92653,2024-02-13
USD,GBP,0.78846,2024-02-13
USD,HKD,7.8173,2024-02-13
USD,HUF,358.57,2024-02-13
USD,IDR,15612.0,2024-02-13
USD,ILS,3.6433,2024-02-13
USD,INR,83.0,2024-02-13
USD,ISK,137.77,2024-02-13
USD,JPY,149.33,2024-02-13
USD,KRW,1329.23,2024-02-13
USD,MXN,17.0733,2024-02-13
USD,MYR,4.766,2024-02-13
USD,NOK,10.4716,2024-02-13
USD,NZD,1.634,2024-02-13
USD,PHP,55.96,2024-02-13
USD,PLN,4.0024,2024-02-13
USD,RON,4.6103,2024-02-13
USD,SEK,10.4243,2024-02-13
USD,SGD,1.3444,2024-02-13
USD,THB,35.69,2024-02-13
USD,TRY,30.724,2024-02-13
USD,ZAR,18.8252,2024-02-13
USD,AUD,1.5382,2024-02-15
USD,BGN,1.8205,2024-02-15
USD,BRL,4.9708,2024-02-15
USD,CAD,1.3541,2024-02-15
USD,CHF,0.88281,2024-02-15
USD,CNY,7.1943,2024-02-15
USD,CZK,23.658,2024-02-15
USD,DKK,6.9391,2024-02-15
USD,EUR,0.93084,2024-02-15
USD,GBP,0.79712,2024-02-15
USD,HKD,7.8199,2024-02-15
USD,HUF,362.19,2024-02-15
USD,IDR,15606.0,2024-02-15
USD,ILS,3.6276,2024-02-15
USD,INR,83.05,2024-02-15
USD,ISK,138.42,2024-02-15
USD,JPY,150.11,2024-02-15
USD,KRW,1330.49,2024-02-15
USD,MXN,17.0867,2024-02-15
USD,MYR,4.7811,2024-02-15
USD,NOK,10.5753,2024-02-15
USD,NZD,1.6406,2024-02-15
USD,PHP,55.94,2024-02-15
USD,PLN,4.0436,2024-02-15
USD,RON,4.6329,2024-02-15
USD,SEK,10.4789,2024-02-15
USD,SGD,1.3471,2024-02-15
USD,THB,36.144,2024-02-15
USD,TRY,30.741,2024-02-15
USD,ZAR,19.0236,2024-02-15
USD,AUD,1.5292,2024-02-19
USD,BGN,1.815,2024-02-19
USD,BRL,4.9585,2024-02-19
USD,CAD,1.3476,2024-02-19
USD,CHF,0.88085,2024-02-19
USD,CNY,7.1984,2024-02-19
USD,CZK,23.622,2024-02-19
USD,DKK,6.9179,2024-02-19
USD,EUR,0.92799,2024-02-19
USD,GBP,0.79295,2024-02-19
USD,HKD,7.8204,2024-02-19
USD,HUF,360.43,2024-02-19
USD,IDR,15646.0,2024-02-19
USD,ILS,3.626,2024-02-19
USD,INR,83.02,2024-02-19
USD,ISK,137.99,2024-02-19
USD,JPY,149.95,2024-02-19
USD,KRW,1335.25,2024-02-19
USD,MXN,17.047,2024-02-19
USD,MYR,4.787,2024-02-19
USD,NOK,10.4904,2024-02-19
USD,NZD,1.6273,2024-02-19
USD,PHP,56.06,2024-02-19
USD,PLN,4.0149,2024-02-19
USD,RON,4.6186,2024-02-19
USD,SEK,10.4278,2024-02-19
USD,SGD,1.3459,2024-02-19
USD,THB,36.03,2024-02-19
USD,TRY,30.869,2024-02-19
USD,ZAR,18.9597,2024-02-19
USD,AUD,1.5252,2024-02-21
